行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,總價,經度,緯度
北屯區,8.45,89.41,20.23587069,4,13,住,2,1,1,1,無,2020/4/6,5650000,120.6921,24.170582
大里區,26.95,204.42,0.188915583,5,12,住,3,2,2,1,坡道平面,2018/12/31,12537725,120.65593899999999,24.088341
北屯區,12.63,90.95,26.71102076,2,15,住,2,1,1,1,無,2018/9/11,3750000,120.72774299999999,24.177492
北屯區,29.0,96.81,31.10809941,5,5,住,4,2,3,0,無,2020/1/5,4200000,120.73728999999999,24.178822
北屯區,21.55,137.21,3.167758407,4,14,住,3,1,2,1,坡道機械,2018/6/16,8000000,120.719128,24.161745
南屯區,10.37,106.55,0.145109071,3,13,住,1,2,1,1,坡道平面,2020/1/20,6000000,120.608971,24.135270000000002
烏日區,31.05,256.23,2.466854213,13,25,商,4,2,2,1,坡道平面,2020/3/14,16800000,120.598952,24.107057
北屯區,25.24,149.35,2.647556076,5,14,住,2,2,2,1,坡道平面,2018/2/6,6900000,120.737982,24.159845999999998
大里區,22.12,86.46,27.56798565,5,5,住,2,1,1,1,無,2020/3/24,3360000,120.686353,24.109428
北區,16.7,138.29,22.49190606,4,12,住,3,2,2,1,無,2017/6/5,7200000,120.68106,24.162748
大里區,18.51,95.73,27.23943681,5,8,住,3,2,1,1,無,2019/4/22,4450000,120.69387900000001,24.11015
西屯區,45.44,273.29,1.533227924,4,21,住,3,2,2,1,坡道平面,2019/10/12,33840000,120.62825500000001,24.159597
西屯區,20.11,328.36,8.421801953,9,21,住,3,1,2,1,坡道平面,2019/8/19,26000000,120.63853999999999,24.162348
西區,2.73,35.29,25.13946214,12,19,住,1,1,1,1,無,2020/3/4,1550000,120.667928,24.129991
北屯區,15.3,154.2,20.03052766,7,14,住,3,1,2,1,坡道平面,2018/6/21,8200000,120.68631200000002,24.181376999999998
西屯區,10.08,156.91,1.2676509440000001,20,27,住,3,2,2,1,坡道平面,2018/8/30,12500000,120.624073,24.15521
南區,13.77,125.25,20.80261744,12,14,住,3,2,2,1,坡道平面,2019/2/24,6800000,120.68382,24.11895
南屯區,24.31,144.07,0.235460003,3,9,住,3,2,2,1,坡道平面,2018/8/10,10900000,120.62668400000001,24.141408
北屯區,13.15,113.27,23.37077421,13,13,住,3,2,2,1,無,2017/9/23,5300000,120.664282,24.185928
南區,21.46,165.95,-0.550319308,3,15,住,3,2,2,1,坡道平面,2019/10/15,10520000,120.669307,24.114449
西區,33.34,170.74,-0.26557698,3,9,住,3,2,2,1,坡道平面,2019/10/15,12980000,120.669127,24.135085
大雅區,23.88,157.76,0.396996516,9,12,商,3,2,2,1,坡道平面,2017/1/17,8500000,120.666075,24.215544
西屯區,26.76,280.61,2.447688864,10,25,商,4,2,2,1,坡道平面,2018/3/19,21650000,120.635733,24.173756
大里區,3.58,35.63,24.29344887,6,16,住,1,1,1,1,無,2020/4/7,1580000,120.688978,24.116914
中區,1.65,34.08,20.60275023,11,19,商,1,1,2,1,無,2016/12/26,1300000,120.67783999999999,24.146457
東區,39.78,54.66,39.1137395,1,3,住,2,1,1,0,無,2018/4/20,2600000,120.69507800000001,24.144147
西屯區,39.7,189.6,14.23711644,16,16,住,4,2,2,1,坡道平面,2019/9/29,10000000,120.6497,24.178298
北屯區,20.46,112.0,21.62672745,6,7,住,3,2,2,1,坡道機械,2017/9/5,5070000,120.666371,24.183743
北區,20.0,72.93,37.80775786,3,5,住,2,1,1,0,無,2017/9/4,3040000,120.671626,24.170514
南屯區,23.31,144.54,0.282004422,4,10,住,3,2,2,1,坡道平面,2018/7/25,13080000,120.628477,24.150848999999997
大里區,30.52,149.67,26.98481146,6,6,住,3,2,2,1,升降機械,2018/6/24,5120000,120.67873,24.101732000000002
南區,3.71,35.55,25.78560819,9,13,住,1,1,1,1,無,2019/1/12,1370000,120.65846,24.117892
北區,2.6,32.63,23.59254468,12,13,住,1,1,1,1,無,2020/1/4,1900000,120.671653,24.173351
南區,9.45,126.11,22.99020514,15,17,住,3,2,2,1,坡道機械,2020/2/1,5750000,120.659893,24.110475
西屯區,8.39,67.36,0.785779311,5,15,商,1,1,1,1,無,2019/9/9,5980000,120.63536599999999,24.17671
北屯區,21.05,103.09,29.33119777,7,7,住,2,2,2,1,升降機械,2020/4/28,5100000,120.679271,24.174503
西屯區,29.65,274.5,4.523022376,10,17,住,4,2,2,1,坡道平面,2019/6/24,19280000,120.63967099999999,24.183112
南屯區,12.7,118.3,23.406367000000003,11,13,住,3,2,2,1,坡道機械,2017/4/29,7250000,120.634525,24.159464
西屯區,4.23,32.32,23.38446375,5,6,住,1,0,1,1,無,2019/3/30,2060000,120.65011000000001,24.17115
北屯區,16.63,163.86,4.862522844,2,14,住,4,2,2,1,坡道平面,2017/6/25,10300000,120.69623,24.179546
大里區,20.84,181.36,0.501036982,15,23,商,4,2,2,1,坡道平面,2019/5/8,11200000,120.68078600000001,24.097648
大里區,7.54,111.53,4.643490283999999,6,26,商,2,2,1,1,坡道機械,2019/6/14,7250000,120.67265900000001,24.115069000000002
南屯區,10.85,110.86,-0.240935817,11,13,住,1,2,1,1,坡道平面,2019/9/1,6000000,120.608971,24.135270000000002
西屯區,17.06,143.92,9.867416853,11,15,住,2,1,1,1,坡道平面,2017/1/23,12800000,120.638673,24.163525
潭子區,16.13,107.44,24.84376818,9,10,住,3,2,2,1,無,2020/2/8,4550000,120.70618700000001,24.201138
南屯區,6.52,84.3,19.0695223,13,22,住,2,1,1,1,坡道機械,2017/12/8,6200000,120.63348899999998,24.153454
東區,28.67,171.74,1.401808388,13,14,住,3,2,2,1,坡道平面,2018/6/12,8900000,120.69896100000001,24.127845999999998
北屯區,21.49,158.64,26.04297145,11,12,住,4,2,2,1,升降平面,2018/1/12,7000000,120.683869,24.19258
西屯區,11.7,125.32,10.79830524,2,15,住,2,2,1,1,坡道機械,2018/7/30,9000000,120.645349,24.171213
西屯區,10.3,160.25,0.11225418699999999,15,27,商,3,2,2,1,坡道平面,2017/7/4,14460000,120.624073,24.15521
南區,25.29,135.94,28.15663566,6,7,住,3,2,2,1,升降機械,2020/1/5,5000000,120.682267,24.125017
北區,29.83,143.7,30.04031568,3,5,住,5,5,5,0,無,2019/1/5,6430000,120.671929,24.153721
北屯區,19.56,114.1,27.54060658,3,7,住,3,1,2,1,坡道平面,2019/1/4,5000000,120.694976,24.171521
沙鹿區,8.23,20.35,13.11731247,5,5,住,1,0,1,1,無,2020/2/21,870000,120.574288,24.231445
西屯區,12.68,84.82,23.24209258,5,13,住,3,2,2,1,無,2019/1/26,5600000,120.635733,24.173756
北屯區,13.52,139.59,5.842693552999999,12,15,住,3,2,2,1,坡道機械,2020/4/6,8660000,120.723984,24.174879999999998
南區,5.84,127.18,13.41300643,13,32,住,3,0,3,1,無,2020/3/25,6200000,120.65786999999999,24.118351999999998
大里區,37.02,273.4,0.188915583,8,12,住,4,2,2,1,坡道平面,2018/12/31,19929570,120.65593899999999,24.088341
北屯區,23.71,185.67,1.007549779,11,15,住,4,2,2,1,坡道平面,2018/11/26,10000000,120.727425,24.160373999999997
西屯區,16.45,155.66,4.826930053,17,21,住,3,2,2,1,坡道機械,2019/9/17,10800000,120.608007,24.190404
南區,10.4,127.12,12.38902921,9,13,住,3,2,2,1,坡道平面,2020/2/16,8500000,120.673149,24.129655
北屯區,17.07,119.02,2.510660725,11,14,住,2,2,1,1,坡道機械,2017/3/28,6300000,120.72429,24.166522
南屯區,21.78,128.83,27.53513077,4,7,住,3,2,2,1,坡道機械,2018/12/15,8480000,120.653424,24.142306
北區,6.55,96.74,8.681903119,13,14,住,2,1,2,1,坡道平面,2018/5/15,7020000,120.68523799999998,24.154128
沙鹿區,26.03,153.02,0.25462535199999997,5,10,商,3,2,2,1,坡道平面,2020/3/12,7500000,120.567477,24.224027
西屯區,27.68,131.51,23.43100817,12,12,住,3,2,2,1,無,2020/2/28,5860000,120.607855,24.193072
南屯區,31.72,308.63,1.067783733,10,15,住,3,2,2,1,坡道平面,2019/2/27,24800000,120.64742199999999,24.133623999999998
南屯區,24.05,94.31,25.10934516,1,5,住,5,0,5,0,坡道平面,2018/9/26,5100000,120.610532,24.139198
北屯區,26.96,57.49,37.15339808,3,4,住,2,1,1,0,無,2018/4/9,2500000,120.70061399999999,24.183675
太平區,24.53,142.38,0.15332279199999999,2,15,住,3,2,2,1,坡道平面,2019/12/4,9500000,120.715802,24.156360999999997
西屯區,10.3,160.36,2.647556076,20,27,商,3,2,2,1,坡道平面,2020/1/16,14500000,120.633606,24.171460999999997
南屯區,9.45,60.11,26.45091959,14,16,住,1,1,1,1,無,2019/4/27,3750000,120.64101699999999,24.143376999999997
南區,11.6,74.8,20.77250046,6,11,住,3,1,1,1,無,2019/11/20,5350000,120.65528799999998,24.117384
南屯區,31.99,412.95,2.275200723,4,27,住,4,2,3,1,坡道平面,2016/10/4,22000000,120.646992,24.140570999999998
北屯區,10.37,109.74,23.24483049,1,17,住,3,2,2,1,無,2018/2/5,5000000,120.70312,24.186776000000002
北區,30.2,105.78,35.06437504,4,5,住,3,2,2,0,無,2017/5/7,3500000,120.66508999999999,24.159942
北屯區,8.48,82.42,22.83414444,11,14,住,2,2,2,1,無,2019/4/11,3500000,120.69896499999999,24.167691
南屯區,10.43,108.12,-1.300505828,10,13,住,1,2,1,1,坡道平面,2018/8/10,5850000,120.60897,24.135172
西屯區,18.24,268.61,4.889901914,10,24,住,3,2,2,1,坡道平面,2016/11/17,19650000,120.65041399999998,24.162748999999998
南屯區,27.98,293.85,11.92906083,15,16,住,3,2,2,1,坡道平面,2019/11/29,23120000,120.651931,24.140698
北區,13.78,199.06,25.36397051,20,21,住,4,2,2,1,坡道機械,2020/2/23,11500000,120.693513,24.154769
南屯區,10.93,111.41,0.0,9,13,住,1,2,1,1,坡道平面,2019/11/28,6000000,120.60897,24.135172
北屯區,29.32,163.48,27.90748612,2,7,住,3,2,1,1,無,2017/6/30,6000000,120.68873899999998,24.173818
北屯區,17.54,150.14,20.37824185,4,12,住,3,2,2,1,坡道平面,2017/2/18,8200000,120.679869,24.171794000000002
中區,3.51,28.38,36.93436552,11,11,住,1,0,1,1,無,2018/12/7,1020000,120.679014,24.146719
大里區,35.12,153.99,-1.900107463,9,11,住,3,2,2,1,坡道平面,2018/1/31,8790000,120.694731,24.082829999999998
西屯區,5.67,30.0,26.13332238,3,7,住,1,0,1,1,無,2020/5/3,1400000,120.60589099999999,24.186564999999998
大里區,17.09,94.04,25.49265214,3,7,住,3,2,2,1,升降機械,2019/1/19,3950000,120.684552,24.111072
南屯區,16.52,199.12,10.26715128,8,15,住,3,2,2,1,坡道機械,2020/2/17,15200000,120.64528100000001,24.129742999999998
東區,17.88,81.16,26.54674634,1,6,商,1,1,1,1,無,2017/6/15,3900000,120.70174499999999,24.145842000000002
南屯區,20.21,152.39,18.84501393,2,9,住,3,2,2,1,坡道平面,2017/7/20,7450000,120.636242,24.152653
北屯區,10.61,58.1,35.00140318,7,7,住,2,0,2,1,無,2019/8/31,3330000,120.682121,24.175832
北屯區,18.78,96.99,24.06346468,2,7,住,2,1,1,1,無,2020/2/12,4620000,120.66695,24.184348999999997
北區,21.94,57.41,40.72636673,4,5,住,3,2,1,0,無,2019/12/17,2850000,120.672793,24.158203
西屯區,48.54,287.67,1.4647802490000001,7,21,住,3,2,3,1,坡道平面,2019/9/17,38500000,120.62825500000001,24.159597
東區,17.79,165.89,1.314195363,6,15,商,3,2,2,1,坡道機械,2017/11/12,10350000,120.706477,24.148357999999998
北屯區,24.99,159.84,4.142453302,7,12,住,3,2,2,1,坡道平面,2016/12/31,9700000,120.69095,24.183541
南區,15.86,113.86,23.66646817,8,12,住,3,2,1,1,無,2019/3/6,4520000,120.66598799999998,24.11618
大里區,17.41,154.07,0.418899772,5,23,商,3,2,2,1,坡道平面,2019/4/8,8800000,120.68078600000001,24.097648
西區,24.47,79.13,36.2608404,3,5,住,3,2,1,0,無,2017/8/7,4150000,120.65696100000001,24.153773
北屯區,14.66,151.97,26.08404006,13,13,住,3,2,2,1,坡道機械,2020/3/10,8100000,120.69608400000001,24.16749
北屯區,6.71,40.18,26.98481146,4,7,住,1,1,1,1,無,2020/2/17,1400000,120.69571100000002,24.180216
南區,21.29,163.37,2.7707618910000003,11,20,住,3,2,2,1,坡道平面,2018/9/28,11200000,120.65629299999999,24.112614999999998
西屯區,28.2,101.14,35.58183946,4,5,住,3,2,2,0,無,2018/2/4,3800000,120.66513300000001,24.166623
南屯區,13.4,135.85,19.95386627,1,14,住,3,2,2,1,坡道機械,2018/8/17,6600000,120.639626,24.143017999999998
南屯區,7.4,63.57,9.612791502,11,13,住,2,2,1,1,無,2017/5/8,4480000,120.62940900000001,24.139544
西區,32.09,268.69,20.90939581,13,14,住,4,0,0,1,坡道平面,2017/5/8,14500000,120.65989499999999,24.15587
北區,21.96,90.88,32.49621827,3,5,住,3,2,2,0,無,2016/12/31,3850000,120.69608799999999,24.160841
南屯區,6.86,39.29,24.85471981,5,11,住,1,1,1,1,無,2016/11/22,1560000,120.612804,24.153545
北屯區,21.88,200.19,4.673607261,9,14,住,3,2,2,1,坡道平面,2020/4/26,13250000,120.72406299999999,24.162231
西屯區,14.63,145.05,12.86268712,3,14,住,3,2,2,1,無,2017/12/7,10000000,120.63491,24.176417999999998
北屯區,34.42,251.0,0.83232373,13,18,住,3,2,2,1,坡道平面,2019/4/28,23820000,120.697477,24.171067999999998
西屯區,24.05,132.71,24.59461864,5,6,住,3,2,2,1,坡道機械,2018/7/21,6000000,120.65308200000001,24.161694
豐原區,9.95,84.38,26.92731541,10,10,住,2,1,2,1,無,2020/3/3,3500000,120.725922,24.252810999999998
中區,1.93,37.39,21.62125163,17,28,住,1,0,1,1,無,2018/9/15,1500000,120.674124,24.143335999999998
豐原區,34.55,160.32,-2.546253516,7,12,住,3,2,2,1,坡道平面,2017/6/10,7600000,120.745258,24.264517
大里區,29.04,81.01,35.15472597,1,5,住,3,2,2,0,無,2019/4/12,3000000,120.69076799999999,24.11176
北屯區,20.2,131.64,-1.943913975,10,12,住,2,2,1,1,坡道平面,2017/12/9,7680000,120.705547,24.193123999999997
清水區,11.02,120.44,-0.5694846570000001,13,15,商,2,2,1,1,坡道機械,2019/6/16,4350000,120.542064,24.268632999999998
東區,24.56,111.78,27.03409379,3,6,住,3,2,2,1,無,2019/10/2,4000000,120.69373799999998,24.126079999999998
南屯區,17.1,186.84,21.72255419,14,16,住,4,2,2,1,坡道機械,2018/11/18,10080000,120.62238400000001,24.150631
西屯區,15.05,104.23,25.18053074,2,9,住,3,2,2,1,無,2019/7/28,6000000,120.638954,24.180007
北區,2.32,24.63,33.47365107,8,12,住,1,0,1,1,無,2019/1/2,920000,120.680728,24.155301
西屯區,13.73,134.28,28.00878868,7,16,住,3,2,2,1,坡道機械,2019/12/14,7680000,120.608007,24.190404
南屯區,37.54,212.17,24.110009100000003,4,7,住,4,2,3,1,坡道機械,2016/11/16,12200000,120.65215800000001,24.156236
北區,48.18,107.58,39.39026811,4,5,住,3,2,2,0,無,2019/10/20,4800000,120.668876,24.155949
大里區,23.85,201.41,3.071931662,7,15,住,3,2,2,1,坡道平面,2020/1/15,12720000,120.686577,24.104814
南區,25.53,161.83,0.659835589,11,15,住,3,2,2,1,坡道平面,2017/6/12,11370000,120.661061,24.111415
西區,6.09,60.0,9.336262893999999,12,13,住,1,1,1,1,無,2019/12/13,6200000,120.66633999999999,24.141701
北區,37.37,393.78,23.98406538,13,13,住,5,2,4,1,坡道平面,2018/7/9,21800000,120.671691,24.164569
西屯區,27.64,172.24,9.933126621,7,14,住,3,2,2,1,坡道平面,2017/5/31,8980000,120.66198100000001,24.176007000000002
南區,11.86,97.9,9.933126621,10,12,住,2,2,1,1,坡道機械,2018/7/4,6400000,120.65371999999999,24.113551
西區,17.43,187.56,23.07234235,6,17,住,3,2,2,1,坡道機械,2018/1/3,10000000,120.65526100000001,24.135348999999998
北屯區,16.99,130.8,0.881606056,7,13,住,2,1,1,1,坡道平面,2017/6/30,6860000,120.706928,24.167439
西屯區,19.96,86.31,21.51994907,4,5,住,3,0,3,0,無,2018/7/8,4040000,120.587787,24.177592
南區,15.06,102.43,20.356338600000004,10,13,住,3,1,2,1,無,2019/8/11,5000000,120.656047,24.131423
北區,16.19,104.56,23.30232654,7,8,住,3,2,2,1,無,2020/2/17,5080000,120.680442,24.165773
西屯區,20.61,192.48,24.1072712,13,14,住,4,2,2,1,坡道機械,2020/3/25,11800000,120.64478600000001,24.170718
北區,31.84,97.57,37.39980972,2,5,商,3,2,2,0,無,2018/5/5,4880000,120.681751,24.165592999999998
北屯區,14.31,132.6,4.31767935,2,14,住,3,2,2,1,坡道機械,2016/12/8,8800000,120.69623,24.179546
北屯區,18.03,134.24,0.079399303,6,11,住,3,2,2,1,坡道機械,2017/7/11,8380000,120.719725,24.172048999999998
西屯區,30.05,243.22,4.325893071,12,14,住,3,2,2,1,坡道平面,2017/1/30,21000000,120.637984,24.185739
北屯區,17.37,120.52,4.961087497,2,14,住,1,2,1,1,坡道機械,2020/4/1,6800000,120.723778,24.166509
北屯區,14.43,159.2,-0.802206753,4,15,商,3,2,2,1,坡道平面,2019/2/1,10600000,120.682813,24.178971
西屯區,5.32,84.61,10.56010733,12,22,住,2,1,1,1,無,2017/3/8,6500000,120.634606,24.172937
西屯區,12.46,80.62,26.33866541,6,7,住,2,1,1,1,升降機械,2019/7/14,5080000,120.654058,24.162217000000002
南區,16.69,103.45,26.56043587,7,8,住,3,2,1,1,無,2020/2/27,4300000,,
西屯區,30.45,138.43,23.41731863,9,12,住,3,2,2,1,無,2020/2/23,5500000,120.60717,24.192816
南區,14.83,126.24,22.25644606,17,17,住,3,2,2,1,坡道機械,2018/3/3,5680000,120.659349,24.117138
北屯區,4.29,36.14,24.32082794,16,16,住,1,1,1,1,無,2019/12/9,2000000,120.692218,24.175660999999998
大里區,31.57,236.69,0.9199367540000001,12,12,住,3,2,2,1,坡道平面,2019/9/24,21200000,120.65593899999999,24.088341
北屯區,27.87,75.39,36.04180784,1,5,住,2,1,1,0,無,2018/12/14,4500000,120.68006000000001,24.190598
南區,10.09,106.66,16.50957925,6,14,住,2,1,1,1,坡道平面,2018/3/26,5300000,120.648996,24.113644
大里區,30.52,138.25,-0.5694846570000001,4,11,住,2,2,1,1,坡道平面,2019/9/3,7330000,120.694475,24.083573
西屯區,5.53,45.99,20.96689186,12,19,住,1,1,1,1,無,2017/5/15,2920000,120.62158400000001,24.186232999999998
西屯區,3.56,26.69,25.78013238,12,12,住,1,1,1,1,無,2019/7/26,2000000,120.641954,24.176541
北屯區,15.96,155.55,1.248485595,7,15,商,3,2,2,1,坡道平面,2019/12/7,9150000,120.719641,24.174163
北屯區,14.9,124.31,-2.1410432790000002,6,15,住,2,1,1,1,坡道平面,2017/10/1,7980000,120.688667,24.19564
南屯區,33.5,250.21,8.219196835,2,15,住,4,2,2,1,坡道平面,2017/12/18,16300000,120.64844599999999,24.143280999999998
南區,10.4,127.12,9.675763363,6,13,住,3,2,2,1,坡道平面,2017/5/31,8000000,120.672973,24.130089
清水區,11.28,123.14,-1.26217513,7,15,商,2,2,1,1,坡道機械,2018/10/6,4460000,120.542064,24.268632999999998
南區,11.31,84.86,10.25893756,11,12,商,1,1,1,1,無,2018/10/31,5450000,120.65371999999999,24.113551
西屯區,13.88,139.99,23.053176999999998,10,13,住,3,3,2,1,坡道平面,2017/4/16,8950000,120.63491,24.176417999999998
大里區,27.92,97.92,32.77274687,4,5,住,3,2,2,0,無,2018/3/3,3400000,120.69066299999999,24.114923
南屯區,24.49,191.21,0.386044888,3,14,住,3,2,2,1,坡道平面,2017/2/14,15090000,120.63883899999999,24.142868
北屯區,22.14,182.8,0.687214659,5,13,住,3,2,2,1,坡道平面,2019/6/17,8980000,120.73284199999999,24.174091
西屯區,29.75,142.05,22.99841886,7,12,住,3,2,2,1,無,2019/6/15,6200000,120.611116,24.193269
東區,27.57,132.32,19.12701835,2,12,住,4,2,2,1,無,2019/4/30,5800000,120.687946,24.145617
西屯區,43.17,246.08,26.609718199999996,2,6,住,5,2,2,1,升降機械,2016/11/17,12000000,120.66027199999999,24.167176
西區,19.48,272.85,5.960423554,4,26,商,3,2,2,1,坡道平面,2018/11/7,18800000,120.65775900000001,24.157795999999998
大里區,13.86,97.91,23.82252887,6,12,住,3,2,2,1,無,2018/9/4,3900000,120.69116799999999,24.085293
西屯區,4.52,36.58,11.23637036,13,15,住,1,0,1,1,無,2018/8/16,2650000,120.609973,24.192242
南屯區,45.35,418.91,9.610053595,9,19,住,4,2,3,1,坡道平面,2019/2/1,32000000,120.636054,24.133095
南屯區,24.42,237.96,10.48070802,3,14,住,4,2,2,1,坡道平面,2018/3/12,16500000,120.634969,24.144683999999998
南屯區,22.39,185.18,1.98498258,14,17,住,3,2,2,1,坡道平面,2017/5/12,10500000,120.60746499999999,24.14677
大里區,27.03,159.07,2.672197239,9,15,住,3,2,2,1,坡道平面,2019/10/14,9780000,120.68595900000001,24.121675
北屯區,31.34,185.61,0.9829086159999999,11,15,住,3,2,2,1,坡道平面,2018/10/12,12150000,120.724033,24.164923
北屯區,38.92,231.04,1.054094198,3,15,住,4,2,3,1,坡道平面,2018/11/7,14200000,120.724033,24.164923
東區,11.58,85.23,6.127435882,2,10,住,2,1,1,1,坡道機械,2019/3/24,4300000,120.702168,24.143021
北屯區,28.01,257.22,29.35857684,13,16,住,3,2,2,1,坡道平面,2020/6/9,13500000,120.693894,24.167964
南屯區,9.67,94.31,4.065791905,4,14,住,2,2,1,1,無,2016/10/20,5500000,120.61816200000001,24.158269
南屯區,16.99,107.63,20.09623743,5,8,住,3,2,2,1,無,2017/10/29,6600000,120.634969,24.144683999999998
北屯區,25.26,194.51,0.43258930700000003,11,14,住,3,2,2,1,坡道平面,2017/1/17,9680000,120.706928,24.167439
大里區,14.99,173.38,-2.746120728,15,24,住,3,2,2,1,坡道平面,2017/6/3,10090000,120.67813000000001,24.097738
北區,2.67,30.08,21.2954407,15,21,住,1,1,1,1,無,2016/9/22,1365000,120.672301,24.164657000000002
西屯區,20.83,142.91,12.35617432,3,10,住,3,2,2,1,坡道平面,2017/3/7,9600000,120.638645,24.171764000000003
豐原區,26.68,86.62,34.1115834,4,5,住,3,2,1,0,無,2020/2/7,2950000,120.727529,24.243006
大里區,33.87,288.81,0.9500537309999999,14,15,住,4,2,2,1,坡道平面,2017/12/1,16090000,120.661974,24.096657999999998
沙鹿區,20.76,59.56,-2.171160257,5,7,住,1,2,1,1,無,2018/1/9,4320000,120.572801,24.227084
西區,16.8,112.47,35.60648063,8,8,住,2,2,2,1,無,2017/7/6,6100000,120.65941200000002,24.160167
西區,17.23,99.6,20.944988600000002,3,8,住,2,2,1,1,無,2016/11/14,5880000,120.65793400000001,24.143941
南區,20.45,161.08,3.455238643,17,20,住,3,2,2,1,坡道平面,2019/6/5,11380000,120.65629299999999,24.112614999999998
北屯區,19.88,169.78,0.235460003,9,15,住,3,2,2,1,坡道平面,2020/2/16,13010000,120.68933799999999,24.195997
